2025-03-16T16:23:59.628304	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.646917	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.666145	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.683605	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.701051	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:23:59.720093	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.738721	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.756439	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.774332	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.792403	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:23:59.812009	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.829748	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:23:59.847180	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:23:59.865543	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:23:59.884954	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.905317	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:23:59.924787	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.943803	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.962163	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:23:59.982091	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.001439	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.021511	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.040023	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.058333	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.077154	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.095089	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.112913	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.132891	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.151011	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.168417	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.187581	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.205580	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.223478	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.241943	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.261918	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.280390	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.297761	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.315553	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.334157	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.352317	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.370542	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.388635	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.406898	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.424911	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.443234	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.461537	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.480279	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.498048	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.515829	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.533983	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.551951	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.570325	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.589680	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.608063	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.627913	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.646314	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.664292	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.682222	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.700098	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:00.718017	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.742457	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.760808	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.778730	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.799961	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.818055	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.836671	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.855722	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.873409	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.892432	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.911107	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.930477	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.948705	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:00.966915	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:00.985898	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.005814	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.023634	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.041840	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.060384	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.080329	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.100586	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.120583	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.141310	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.161624	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.182856	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.202093	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.220156	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.238645	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.256357	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.274738	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.292147	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.311226	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.329420	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.348110	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.367024	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.385093	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.403490	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.421633	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.440211	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.459107	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.476997	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.495401	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.512901	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.531274	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.549400	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.567575	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.586637	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.605098	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.623462	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.641783	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.659532	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.677623	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.696200	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.713996	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.732322	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.750778	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.768923	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.787727	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.805781	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.824038	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.842228	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.861534	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.880259	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:01.898393	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.917259	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.938797	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.958926	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:01.977984	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:01.996846	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.015425	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.033173	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.051842	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.071296	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.089966	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.107627	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.126252	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.144507	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.162818	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.181110	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.199248	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.216864	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.235976	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.254205	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.273725	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.292327	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.310761	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.329781	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.348473	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.366808	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.385408	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.403494	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.422500	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.441208	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.459522	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.477186	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.496393	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.514800	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.534189	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.554179	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.573278	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.591883	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.611844	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.631574	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.650821	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.670233	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.697205	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.716129	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.735699	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.755237	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.776934	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.796484	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.817116	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.836446	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.855941	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.876516	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.896566	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.915619	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.935455	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:02.954675	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:02.973625	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:02.993678	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.014619	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.033358	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.052645	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.072532	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.093689	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.112289	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.132100	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.152458	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.171911	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.191221	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.212044	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.233546	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.253916	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.278878	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.301823	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.320553	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.340674	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.362935	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.383900	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.405237	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.424815	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.444415	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.468405	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.490252	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.510110	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.529859	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.551788	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.571518	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.591471	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.612741	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.632995	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.653467	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.673995	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.694818	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.714524	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.733259	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.754351	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.773390	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.792504	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.816022	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:03.837732	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.857528	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.878327	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.898547	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.917994	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.937458	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:03.958432	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:03.980879	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.002748	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.023800	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.043059	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.062302	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.082318	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.102097	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.123328	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.144280	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.164448	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.183343	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.202830	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.223426	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.243042	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.262330	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.281831	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.301147	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.319806	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.338425	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.359456	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.377634	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.396177	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.415781	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.434880	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.453781	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.472358	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.492639	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.511519	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.530747	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.549915	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.569196	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.588302	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.608133	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.627071	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.647281	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.666419	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.685795	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.704996	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.724117	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.743521	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.764583	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.783408	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.801961	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.821694	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.840667	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.859394	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.877679	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.898489	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.923523	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.941700	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:04.961808	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:04.980059	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:04.998353	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.017473	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.036951	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.055941	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.074654	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.094435	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.113050	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.140819	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.161814	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.181715	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.201487	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.223132	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.243607	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.263435	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.283037	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.304823	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.324124	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.342994	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.364602	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.384934	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.404498	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.425152	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.446172	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.466521	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.487060	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.507513	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.527802	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.547477	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.569142	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.588888	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.610878	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.636484	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.652236	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.672090	nicolas@uniandes.edu.co	compras	Unauthorized
2025-03-16T16:24:05.693058	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.713418	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.733322	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.752222	john@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.773061	jose@uniandes.edu.co	ventas	Authorized
2025-03-16T16:24:05.791916	diego@uniandes.edu.co	transporte	Unauthorized
2025-03-16T16:24:05.810354	nicolas@uniandes.edu.co	compras	Unauthorized
